规则,级别,标的,数量,说明,样例
报告期存在重述,提示,002475.SZSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002493.SZSE,42,"Balance 有 42 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002493.SZSE,37,"Income 有 37 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002493.SZSE,19,"CashFlow 有 19 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002493.SZSE,15,"PershareIndex 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002532.SZSE,28,"Balance 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002532.SZSE,29,"Income 有 29 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002532.SZSE,12,"CashFlow 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002532.SZSE,9,"PershareIndex 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002558.SZSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002558.SZSE,26,"Income 有 26 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002558.SZSE,10,"CashFlow 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002558.SZSE,13,"PershareIndex 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002594.SZSE,39,"Balance 有 39 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002594.SZSE,28,"Income 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002594.SZSE,9,"CashFlow 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002594.SZSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002600.SZSE,13,"Balance 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002600.SZSE,22,"Income 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002600.SZSE,12,"CashFlow 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002600.SZSE,9,"PershareIndex 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002602.SZSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002602.SZSE,35,"Income 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002602.SZSE,11,"CashFlow 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002602.SZSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002625.SZSE,16,"Balance 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002625.SZSE,27,"Income 有 27 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002625.SZSE,14,"CashFlow 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002625.SZSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002648.SZSE,35,"Balance 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002648.SZSE,42,"Income 有 42 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002648.SZSE,15,"CashFlow 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002648.SZSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002709.SZSE,34,"Balance 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002709.SZSE,28,"Income 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002709.SZSE,3,"CashFlow 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002709.SZSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002714.SZSE,1,"Balance 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002714.SZSE,30,"Income 有 30 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002714.SZSE,8,"CashFlow 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002714.SZSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002736.SZSE,12,"Balance 有 12 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002736.SZSE,19,"Income 有 19 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002736.SZSE,15,"CashFlow 有 15 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002736.SZSE,17,"PershareIndex 有 17 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002837.SZSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002837.SZSE,31,"Income 有 31 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002837.SZSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002916.SZSE,29,"Balance 有 29 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002916.SZSE,16,"Income 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002916.SZSE,2,"CashFlow 有 2 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002916.SZSE,4,"PershareIndex 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002920.SZSE,8,"Balance 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002920.SZSE,17,"Income 有 17 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002920.SZSE,2,"CashFlow 有 2 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002920.SZSE,3,"PershareIndex 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002938.SZSE,3,"Balance 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002938.SZSE,13,"Income 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002938.SZSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,002938.SZSE,4,"PershareIndex 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,003816.SZSE,14,"Balance 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,003816.SZSE,16,"Income 有 16 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,003816.SZSE,8,"CashFlow 有 8 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,003816.SZSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300014.SZSE,6,"Balance 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300014.SZSE,26,"Income 有 26 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300014.SZSE,5,"CashFlow 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300014.SZSE,10,"PershareIndex 有 10 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300015.SZSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300015.SZSE,45,"Income 有 45 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300015.SZSE,5,"CashFlow 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300015.SZSE,13,"PershareIndex 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300033.SZSE,5,"Balance 有 5 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300033.SZSE,22,"Income 有 22 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300033.SZSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300033.SZSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300059.SZSE,7,"Balance 有 7 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300059.SZSE,59,"Income 有 59 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300059.SZSE,11,"CashFlow 有 11 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300059.SZSE,18,"PershareIndex 有 18 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300122.SZSE,35,"Balance 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300122.SZSE,34,"Income 有 34 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300122.SZSE,9,"CashFlow 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300122.SZSE,14,"PershareIndex 有 14 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300124.SZSE,9,"Balance 有 9 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300124.SZSE,35,"Income 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300124.SZSE,3,"CashFlow 有 3 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300124.SZSE,13,"PershareIndex 有 13 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300251.SZSE,4,"Balance 有 4 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300251.SZSE,35,"Income 有 35 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300251.SZSE,1,"CashFlow 有 1 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300251.SZSE,6,"PershareIndex 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300274.SZSE,6,"Balance 有 6 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
报告期存在重述,提示,300274.SZSE,28,"Income 有 28 期被追溯重述（正常现象，get_asof 已按 (报告期, 公告日) 排序处理）",
